COLOR,BLOCK,LOT,"PROPERTY
ADDRESS",ADDRESS,TIER,STATUS,District,MBLR
small_red,2826,93,609 BURNETT AV,"609 BURNETT AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",8,SF2826093
small_yellow,248,20,1150 HYDE ST,"1150 HYDE ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",3,SF0248020
small_red,2854,100,160 GARDENSIDE DR,"160 GARDENSIDE DR,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",8,SF2854100
small_yellow,251,8,1220 PINE ST,"1220 PINE ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",3,SF0251008
small_red,2854,7,110 GARDENSIDE DR,"110 GARDENSIDE DR,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",8,SF2854007
small_yellow,251,27,1355 CALIFORNIA ST,"1355 CALIFORNIA ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",3,SF0251027
small_red,2847,56,160 PORTOLA DR,"160 PORTOLA DR,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",8,SF2847056
small_yellow,249,14,1476 CALIFORNIA ST,"1476 CALIFORNIA ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",3,SF0249014
small_red,2847,1,100 PORTOLA DR,"100 PORTOLA DR,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",8,SF2847001
small_yellow,250,003C,1011 HYDE ST,"1011 HYDE ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",3,SF0250003C
small_yellow,248,23,1463 SACRAMENTO ST,"1463 SACRAMENTO ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",3,SF0248023
small_yellow,248,24,1455 SACRAMENTO ST,"1455 SACRAMENTO ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",3,SF0248024
small_red,665,33,1666 GOUGH ST,"1666 GOUGH ST,SAN FRANCISCO CA",2,Non-Compliant,2,SF0665033
small_red,548,001B,2235 LARKIN ST,"2235 LARKIN ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0548001B
small_red,1089,35,400 ANZA ST,"400 ANZA ST,SAN FRANCISCO CA",2,"Work Complete, No CFC Issued yet",1,SF1089035
small_red,681,5,2100 POST ST,"2100 POST ST,SAN FRANCISCO CA",2,Non-Compliant,5,SF0681005
small_red,548,26,2221 LARKIN ST,"2221 LARKIN ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0548026
small_red,1142,43,3125 TURK BL,"3125 TURK BL,SAN FRANCISCO CA",2,"Work Complete, No CFC Issued yet",1,SF1142043
small_red,664,7,1700 BUSH ST,"1700 BUSH ST,SAN FRANCISCO CA",2,Non-Compliant,5,SF0664007
small_red,540,2,2843 WEBSTER ST,"2843 WEBSTER ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0540002
small_red,840,6,364 PAGE ST,"364 PAGE ST,SAN FRANCISCO CA",2,"Work Complete, No CFC Issued yet",5,SF0840006
small_red,665,35,1777 PINE ST,"1777 PINE ST,SAN FRANCISCO CA",2,Non-Compliant,2,SF0665035
small_red,548,1,2265 LARKIN ST,"2265 LARKIN ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0548001
small_red,874,3,400 DUBOCE AV,"400 DUBOCE AV,SAN FRANCISCO CA",2,"Work Complete, No CFC Issued yet",8,SF0874003
small_red,804,9,830 HAYES ST,"830 HAYES ST,SAN FRANCISCO CA",2,Non-Compliant,5,SF0804009
small_red,551,017A,1545 GREEN ST,"1545 GREEN ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0551017A
small_red,839,10,250 PAGE ST,"250 PAGE ST,SAN FRANCISCO CA",2,Non-Compliant,5,SF0839010
small_red,717,16,851 OFARRELL ST,"851 OFARRELL ST,SAN FRANCISCO CA",2,Non-Compliant,6,SF0717016
small_red,549,22,1325 GREEN ST,"1325 GREEN ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0549022
small_red,2330,6,2275 19TH AV,"2275 19TH AV,SAN FRANCISCO CA",2,"Work Complete, No CFC Issued yet",4,SF2330006
small_red,751,1,1150 PIERCE ST,"1150 PIERCE ST,SAN FRANCISCO CA",2,Non-Compliant,5,SF0751001
small_red,551,18,1535 GREEN ST,"1535 GREEN ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0551018
small_red,213,20,1250 TAYLOR ST,"1250 TAYLOR ST,SAN FRANCISCO CA",2,"Work Complete, No CFC Issued yet",3,SF0213020
small_red,531,23,1961 FILBERT ST,"1961 FILBERT ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0531023
small_red,547,11,2440 VAN NESS AV,"2440 VAN NESS AV,SAN FRANCISCO CA",2,"Work Complete, No CFC Issued yet",3,SF0547011
small_red,649,13,1808 OCTAVIA ST,"1808 OCTAVIA ST,SAN FRANCISCO CA",2,Non-Compliant,2,SF0649013
small_red,532,28,2035 FILBERT ST,"2035 FILBERT ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0532028
small_red,657,18,2583 PINE ST,"2583 PINE ST,SAN FRANCISCO CA",2,"Work Complete, No CFC Issued yet",5,SF0657018
small_red,0463A,1,225 MALLORCA WY,"225 MALLORCA WY,SAN FRANCISCO CA",2,"Work Complete, No CFC Issued yet",2,SF0463A001
small_red,528,19,1645 FILBERT ST,"1645 FILBERT ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0528019
small_red,478,001B,2855 POLK ST,"2855 POLK ST,SAN FRANCISCO CA",2,"Work Complete, No CFC Issued yet",2,SF0478001B
small_red,929,1,2201 FRANCISCO ST,"2201 FRANCISCO ST,SAN FRANCISCO CA",2,Non-Compliant,2,SF0929001
small_red,1000,26,3099 WASHINGTON ST,"3099 WASHINGTON ST,SAN FRANCISCO CA",2,Non-Compliant,2,SF1000026
small_red,590,9,2199 PACIFIC AV,"2199 PACIFIC AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0590009
small_yellow,156,1,1655 JONES ST,"1655 JONES ST,SAN FRANCISCO CA",3,Non-Compliant,3,SF0156001
small_red,1170,1,701 PARKER AV,"701 PARKER AV,SAN FRANCISCO CA",2,Non-Compliant,1,SF1170001
small_red,590,4,2130 JACKSON ST,"2130 JACKSON ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0590004
small_yellow,182,11,1152 JACKSON ST,"1152 JACKSON ST,SAN FRANCISCO CA",3,Non-Compliant,3,SF0182011
small_red,939,40,2740 GREENWICH ST,"2740 GREENWICH ST,SAN FRANCISCO CA",2,Non-Compliant,2,SF0939040
small_red,576,47,1769 BROADWAY,"1769 BROADWAY ,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0576047
small_yellow,134,16,384 VALLEJO ST,"384 VALLEJO ST,SAN FRANCISCO CA",3,Non-Compliant,3,SF0134016
small_red,939,31,2659 LOMBARD ST,"2659 LOMBARD ST,SAN FRANCISCO CA",2,Non-Compliant,2,SF0939031
small_red,588,18,2395 PACIFIC AV,"2395 PACIFIC AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0588018
small_yellow,149,1,901 VALLEJO ST,"901 VALLEJO ST,SAN FRANCISCO CA",3,Non-Compliant,3,SF0149001
small_red,1649,10,759 06TH AV,"759 06TH AV,SAN FRANCISCO CA",2,Non-Compliant,1,SF1649010
small_red,1744,11,1240 07TH AV,"1240 07TH AV,SAN FRANCISCO CA",2,Non-Compliant,5,SF1744011
small_red,1234,17,1296 HAIGHT ST,"1296 HAIGHT ST,SAN FRANCISCO CA",2,Non-Compliant,5,SF1234017
small_red,591,12,2171 PACIFIC AV,"2171 PACIFIC AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0591012
small_red,1473,3,7700 GEARY BL,"7700 GEARY BL,SAN FRANCISCO CA",2,Non-Compliant,1,SF1473003
small_red,596,12,1534 JACKSON ST,"1534 JACKSON ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0596012
small_red,3598,9,3700 20TH ST,"3700 20TH ST,SAN FRANCISCO CA",2,"Work Complete, No CFC Issued yet.",8,SF3598009
small_yellow,1005,3,3000 SACRAMENTO ST,"3000 SACRAMENTO ST,SAN FRANCISCO CA",3,Non-Compliant,2,SF1005003
small_red,934,7,1 RICHARDSON AV,"1 RICHARDSON AV,SAN FRANCISCO CA",2,Non-Compliant,2,SF0934007
small_red,575,6,1740 PACIFIC AV,"1740 PACIFIC AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0575006
small_yellow,76,027A,559 LOMBARD ST,"559 LOMBARD ST,SAN FRANCISCO CA",3,Non-Compliant,3,SF0076027A
small_red,938,18,2525 LOMBARD ST,"2525 LOMBARD ST,SAN FRANCISCO CA",2,Non-Compliant,2,SF0938018
small_red,575,16,1770 PACIFIC AV,"1770 PACIFIC AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0575016
small_yellow,134,3,334 VALLEJO ST,"334 VALLEJO ST,SAN FRANCISCO CA",3,Non-Compliant,3,SF0134003
small_red,555,7,2000 VALLEJO ST,"2000 VALLEJO ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0555007
small_yellow,52,22,2252 MASON ST,"2252 MASON ST,SAN FRANCISCO CA",3,Non-Compliant,3,SF0052022
small_red,575,4,1720 PACIFIC AV,"1720 PACIFIC AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0575004
small_yellow,54,45,123 PFEIFFER ST,"123 PFEIFFER ST,SAN FRANCISCO CA",3,Non-Compliant,3,SF0054045
small_red,479,1,2975 VAN NESS AV,"2975 VAN NESS AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0479001
small_red,481,9,3101 GOUGH ST,"3101 GOUGH ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0481009
small_red,495,7,3250 LAGUNA ST,"3250 LAGUNA ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0495007
small_red,4720,8,5 CASHMERE ST,"5 CASHMERE ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",10,SF4720008
small_red,495,8,1665 CHESTNUT ST,"1665 CHESTNUT ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0495008
small_red,4720,12,15 REUEL CT,"15 REUEL CT,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",10,SF4720012
small_red,492,28,3334 FILLMORE ST,"3334 FILLMORE ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0492028
small_red,4172,1,2502 03RD ST,"2502 03RD ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",10,SF4172001
small_red,493,016E,1895 CHESTNUT ST,"1895 CHESTNUT ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0493016E
small_red,4265,26,1200 POTRERO AV,"1200 POTRERO AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",9,SF4265026
small_red,499,001H,1229 CHESTNUT ST,"1229 CHESTNUT ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0499001H
small_red,6514,024C,3435 24TH ST,"3435 24TH ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",8,SF6514024C
small_red,503,011A,2810 FRANKLIN ST,"2810 FRANKLIN ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0503011A
small_red,495,001A,3145 OCTAVIA ST,"3145 OCTAVIA ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0495001A
small_red,5501,57,3365 CESAR CHAVEZ ST,"3365 CESAR CHAVEZ ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",9,SF5501057
small_red,495,1,3155 OCTAVIA ST,"3155 OCTAVIA ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0495001
small_red,6511,30,1133 DOLORES ST,"1133 DOLORES ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",8,SF6511030
small_red,3642,1,3201 23RD ST,"3201 23RD ST ,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",9,SF3642001
small_red,492,29,3344 FILLMORE ST,"3344 FILLMORE ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0492029
small_red,3647,11,1170 GUERRERO ST,"1170 GUERRERO ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",8,SF3647011
small_red,3639,11,2629 FOLSOM ST,"2629 FOLSOM ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",9,SF3639011
small_red,503,7,1520 GREENWICH ST,"1520 GREENWICH ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0503007
small_red,514,15,2360 FILBERT ST,"2360 FILBERT ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0514015
small_red,6562,46,4220 CESAR CHAVEZ ST,"4220 CESAR CHAVEZ ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",8,SF6562046
small_red,522,7,1580 FILBERT ST,"1580 FILBERT ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0522007
small_red,6581,55,550 27TH ST,"550 27TH ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",8,SF6581055
small_red,508,12,3100 WEBSTER ST,"3100 WEBSTER ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0508012
small_red,6544,20,610 CLIPPER ST,"610 CLIPPER ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",8,SF6544020
small_red,511,39,2265 LOMBARD ST,"2265 LOMBARD ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0511039
small_red,6544,21,660 CLIPPER ST,"660 CLIPPER ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",8,SF6544021
small_red,527,020A,2650 FRANKLIN ST,"2650 FRANKLIN ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0527020A
small_red,528,13,1695 FILBERT ST,"1695 FILBERT ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0528013
small_red,525,52,1335 FILBERT ST,"1335 FILBERT ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0525052
small_red,7515A,40,5110A DIAMOND HEIGHTS BL,"5110A DIAMOND HEIGHTS BL,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",8,SF7515A040
small_red,526,16,2500 VAN NESS AV,"2500 VAN NESS AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0526016
small_red,189,2,1345 TAYLOR ST,"1345 TAYLOR ST,SAN FRANCISCO CA",2,"Work Complete, No CFC Issued yet",3,SF0189002
small_red,504,1,1501 LOMBARD ST,"1501 LOMBARD ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0504001
small_red,6530,1,410 BARTLETT ST,"410 BARTLETT ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",9,SF6530001
small_red,505,2,2901 GOUGH ST,"2901 GOUGH ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0505002
small_red,6530,7,452 BARTLETT ST,"452 BARTLETT ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",9,SF6530007
small_red,6515,13,390 BARTLETT ST,"390 BARTLETT ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",9,SF6515013
small_red,6524,23,2973 FOLSOM ST,"2973 FOLSOM ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",9,SF6524023
small_red,274,20,961 PINE ST,"961 PINE ST,SAN FRANCISCO CA",2,Non-Compliant,3,SF0274020
small_red,744,19,923 EDDY ST,"923 EDDY ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,SF0744019
small_red,276,29,1111 PINE ST,"1111 PINE ST,SAN FRANCISCO CA",2,Non-Compliant,3,SF0276029
small_red,256,10,750 PINE ST,"750 PINE ST,SAN FRANCISCO CA",2,Non-Compliant,3,SF0256010
small_red,726,014A,1795 OFARRELL ST,"1795 OFARRELL ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,SF0726014A
small_red,274,18,977 PINE ST,"977 PINE ST,SAN FRANCISCO CA",2,Non-Compliant,3,SF0274018
small_red,729,45,1801 ELLIS ST,"1801 ELLIS ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,SF0729045
small_red,0442A,1,1801 BEACH ST,"1801 BEACH ST,SAN FRANCISCO CA",2,Non-Compliant,2,SF0442A001
small_red,663,3,1705 OCTAVIA ST,"1705 OCTAVIA ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,SF0663003
small_red,248,13,1120 HYDE ST,"1120 HYDE ST,SAN FRANCISCO CA",2,Non-Compliant,3,SF0248013
small_red,664,36,1805 PINE ST,"1805 PINE ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,SF0664036
small_red,656,022A,2659 CALIFORNIA ST,"2659 CALIFORNIA ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0656022A
small_red,251,1,1059 LEAVENWORTH ST,"1059 LEAVENWORTH ST,SAN FRANCISCO CA",2,Non-Compliant,3,SF0251001
small_red,674,19,1630 SUTTER ST,"1630 SUTTER ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,SF0674019
small_red,252,16,1040 LEAVENWORTH ST,"1040 LEAVENWORTH ST,SAN FRANCISCO CA",2,Non-Compliant,3,SF0252016
small_red,726,014C,1775 OFARRELL ST,"1775 OFARRELL ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,SF0726014C
small_red,250,8,1372 PINE ST,"1372 PINE ST,SAN FRANCISCO CA",2,Non-Compliant,3,SF0250008
small_red,673,1,1701 BUSH ST,"1701 BUSH ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,SF0673001
small_red,250,6,1350 PINE ST,"1350 PINE ST,SAN FRANCISCO CA",2,Non-Compliant,3,SF0250006
small_red,674,003A,1646 SUTTER ST,"1646 SUTTER ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,SF0674003A
small_red,578,10,2060 PACIFIC AV,"2060 PACIFIC AV,SAN FRANCISCO CA",2,Non-Compliant,2,SF0578010
small_red,579,1,2001 BROADWAY,"2001 BROADWAY ,SAN FRANCISCO CA",2,Non-Compliant,2,SF0579001
small_red,525,8,2301 LARKIN ST,"2301 LARKIN ST,SAN FRANCISCO CA",2,Non-Compliant,2,SF0525008
small_red,794,14,700 LAGUNA ST,"700 LAGUNA ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,SF0794014
small_red,551,16,1599 GREEN ST,"1599 GREEN ST,SAN FRANCISCO CA",2,Non-Compliant,2,SF0551016
small_red,803,8,940 HAYES ST,"940 HAYES ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,SF0803008
small_red,0467A,14,3515 FILLMORE ST,"3515 FILLMORE ST,SAN FRANCISCO CA",2,Non-Compliant,2,SF0467A014
small_red,771,1,999 LAGUNA ST,"999 LAGUNA ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,SF0771001
small_red,495,001C,1631 CHESTNUT ST,"1631 CHESTNUT ST,SAN FRANCISCO CA",2,Non-Compliant,2,SF0495001C
small_red,775,019B,1495 GOLDEN GATE AV,"1495 GOLDEN GATE AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,SF0775019B
small_red,744,20,885 FRANKLIN ST,"885 FRANKLIN ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,SF0744020
small_red,749,006A,1445 EDDY ST,"1445 EDDY ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,SF0749006A
small_red,520,12,1760 FILBERT ST,"1760 FILBERT ST,SAN FRANCISCO CA",2,Non-Compliant,2,SF0520012
small_red,778,7,1040 FULTON ST,"1040 FULTON ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,SF0778007
small_red,523,15,2642 VAN NESS AV,"2642 VAN NESS AV,SAN FRANCISCO CA",2,Non-Compliant,2,SF0523015
small_red,794,4,506 GROVE ST,"506 GROVE ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,SF0794004
small_red,498,022C,2942 FRANKLIN ST,"2942 FRANKLIN ST,SAN FRANCISCO CA",2,Non-Compliant,2,SF0498022C
small_red,776,32,1509 GOLDEN GATE AV,"1509 GOLDEN GATE AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,SF0776032
small_red,514,015B,2370 FILBERT ST,"2370 FILBERT ST,SAN FRANCISCO CA",2,Non-Compliant,2,SF0514015B
small_red,776,4,1400 MCALLISTER ST,"1400 MCALLISTER ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,SF0776004
small_red,3547,19,361 14TH ST,"361 14TH ST,SAN FRANCISCO CA",2,Non-Compliant,9,SF3547019
small_red,621,6,1501 LARKIN ST,"1501 LARKIN ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0621006
small_red,3775,48,22 SOUTH PARK,"22 SOUTH PARK ,SAN FRANCISCO CA",2,Non-Compliant,6,SF3775048
small_red,627,14,2250 BUCHANAN ST,"2250 BUCHANAN ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0627014
small_red,2854,6,120 GARDENSIDE DR,"120 GARDENSIDE DR,SAN FRANCISCO CA",2,Non-Compliant,8,SF2854006
small_red,617,7,1960 CLAY ST,"1960 CLAY ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0617007
small_red,3542,14,2160 MARKET ST,"2160 MARKET ST,SAN FRANCISCO CA",2,Non-Compliant,8,SF3542014
small_red,618,11,1940 FRANKLIN ST,"1940 FRANKLIN ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0618011
small_red,88,6,1601 GRANT AV,"1601 GRANT AV,SAN FRANCISCO CA",2,Non-Compliant,3,SF0088006
small_red,3775,57,102 SOUTH PARK,"102 SOUTH PARK ,SAN FRANCISCO CA",2,Non-Compliant,6,SF3775057
small_red,638,41,2205 SACRAMENTO ST,"2205 SACRAMENTO ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0638041
small_red,7084,48,700 RANDOLPH ST,"700 RANDOLPH ST,SAN FRANCISCO CA",2,Non-Compliant,11,SF7084048
small_red,596,20,1580 JACKSON ST,"1580 JACKSON ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0596020
small_red,2655,42,1222 CLAYTON ST,"1222 CLAYTON ST,SAN FRANCISCO CA",2,Non-Compliant,8,SF2655042
small_red,602,14,2077 JACKSON ST,"2077 JACKSON ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0602014
small_red,2745,37,646 CORBETT AV,"646 CORBETT AV,SAN FRANCISCO CA",2,Non-Compliant,8,SF2745037
small_red,613,23,2325 WASHINGTON ST,"2325 WASHINGTON ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0613023
small_red,597,4,1731 LARKIN ST,"1731 LARKIN ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0597004
small_red,2047,57,1855 10TH AV,"1855 10TH AV,SAN FRANCISCO CA",2,Non-Compliant,7,SF2047057
small_red,600,5,1940 WASHINGTON ST,"1940 WASHINGTON ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0600005
small_red,187,7,1400 WASHINGTON ST,"1400 WASHINGTON ST,SAN FRANCISCO CA",2,Non-Compliant,3,SF0187007
small_red,652,38,2211 CALIFORNIA ST,"2211 CALIFORNIA ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0652038
small_red,189,33,1400 JONES ST,"1400 JONES ST,SAN FRANCISCO CA",2,Non-Compliant,3,SF0189033
small_red,653,28,2355 CALIFORNIA ST,"2355 CALIFORNIA ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0653028
small_red,154,21,1492 PACIFIC AVE,"1492 PACIFIC AVE,SAN FRANCISCO CA",2,Non-Compliant,3,SF0154021
small_red,651,1,2101 CALIFORNIA ST,"2101 CALIFORNIA ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,SF0651001
small_red,184,8,1501 LEAVENWORTH ST,"1501 LEAVENWORTH ST,SAN FRANCISCO CA",2,Non-Compliant,3,SF0184008
small_red,652,24,2295 CALIFORNIA ST,"2295 CALIFORNIA ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0652024
small_red,212,6,1025 POWELL ST,"1025 POWELL ST,SAN FRANCISCO CA",2,Non-Compliant,3,SF0212006
small_red,216,6,1301 LEAVENWORTH ST,"1301 LEAVENWORTH ST,SAN FRANCISCO CA",2,Non-Compliant,3,SF0216006
small_red,638,5,2136 CALIFORNIA ST,"2136 CALIFORNIA ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0638005
small_red,644,23,1637 SACRAMENTO ST,"1637 SACRAMENTO ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0644023
small_red,134,27,267 GREEN ST,"267 GREEN ST,SAN FRANCISCO CA",2,Non-Compliant,3,SF0134027
small_red,644,1,1601 SACRAMENTO ST,"1601 SACRAMENTO ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0644001
small_red,152,15,1260 BROADWAY,"1260 BROADWAY ,SAN FRANCISCO CA",2,Non-Compliant,3,SF0152015
small_red,644,12,1534 CALIFORNIA ST,"1534 CALIFORNIA ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0644012
small_red,115,19,1400 GRANT AV,"1400 GRANT AV,SAN FRANCISCO CA",2,Non-Compliant,3,SF0115019
small_red,644,21,1655 SACRAMENTO ST,"1655 SACRAMENTO ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0644021
small_red,124,30,2120 LARKIN ST,"2120 LARKIN ST,SAN FRANCISCO CA",2,Non-Compliant,3,SF0124030
small_red,644,18,1677 SACRAMENTO ST,"1677 SACRAMENTO ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0644018
small_red,249,19,1480 LARKIN ST,"1480 LARKIN ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0249019
small_red,251,7,1200 PINE ST,"1200 PINE ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0251007
small_red,220,8,1300 SACRAMENTO ST,"1300 SACRAMENTO ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0220008
small_red,223,16,1 DAWSON PL,"1 DAWSON PL,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0223016
small_red,219,12,1490 SACRAMENTO ST,"1490 SACRAMENTO ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0219012
small_red,220,29,1385 CLAY ST,"1385 CLAY ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0220029
small_red,247,27,1359A SACRAMENTO ST,"1359A SACRAMENTO ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0247027
small_red,248,1,1155 LEAVENWORTH ST,"1155 LEAVENWORTH ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0248001
small_red,243,8,814 CALIFORNIA ST,"814 CALIFORNIA ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0243008
small_red,243,56,840 CALIFORNIA ST,"840 CALIFORNIA ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0243056
small_red,251,13,1270 PINE ST,"1270 PINE ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0251013
