COLOR,BLOCK,LOT,"PROPERTY
ADDRESS",ADDRESS,TIER,STATUS,District
small_red,0681,005,2100 POST ST,"2100 POST ST,SAN FRANCISCO CA",2,Non-Compliant,5
small_red,0548,026,2221 LARKIN ST,"2221 LARKIN ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3
small_red,1142,043,3125 TURK BL,"3125 TURK BL,SAN FRANCISCO CA",2,"Work Complete, No CFC Issued yet",1
small_red,0664,007,1700 BUSH ST,"1700 BUSH ST,SAN FRANCISCO CA",2,Non-Compliant,5
small_red,0540,002,2843 WEBSTER ST,"2843 WEBSTER ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,0840,006,364 PAGE ST,"364 PAGE ST,SAN FRANCISCO CA",2,"Work Complete, No CFC Issued yet",5
small_red,0665,035,1777 PINE ST,"1777 PINE ST,SAN FRANCISCO CA",2,Non-Compliant,2
small_red,0548,001,2265 LARKIN ST,"2265 LARKIN ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3
small_red,0874,003,400 DUBOCE AV,"400 DUBOCE AV,SAN FRANCISCO CA",2,"Work Complete, No CFC Issued yet",8
small_red,0804,009,830 HAYES ST,"830 HAYES ST,SAN FRANCISCO CA",2,Non-Compliant,5
small_red,0551,017A,1545 GREEN ST,"1545 GREEN ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,0839,010,250 PAGE ST,"250 PAGE ST,SAN FRANCISCO CA",2,Non-Compliant,5
small_red,0717,016,851 OFARRELL ST,"851 OFARRELL ST,SAN FRANCISCO CA",2,Non-Compliant,6
small_red,0549,022,1325 GREEN ST,"1325 GREEN ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3
small_red,2330,006,2275 19TH AV,"2275 19TH AV,SAN FRANCISCO CA",2,"Work Complete, No CFC Issued yet",4
small_red,0751,001,1150 PIERCE ST,"1150 PIERCE ST,SAN FRANCISCO CA",2,Non-Compliant,5
small_red,0551,018,1535 GREEN ST,"1535 GREEN ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,0213,020,1250 TAYLOR ST,"1250 TAYLOR ST,SAN FRANCISCO CA",2,"Work Complete, No CFC Issued yet",3
small_red,0531,023,1961 FILBERT ST,"1961 FILBERT ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,0547,011,2440 VAN NESS AV,"2440 VAN NESS AV,SAN FRANCISCO CA",2,"Work Complete, No CFC Issued yet",3
small_red,0649,013,1808 OCTAVIA ST,"1808 OCTAVIA ST,SAN FRANCISCO CA",2,Non-Compliant,2
small_red,0532,028,2035 FILBERT ST,"2035 FILBERT ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,0657,018,2583 PINE ST,"2583 PINE ST,SAN FRANCISCO CA",2,"Work Complete, No CFC Issued yet",5
small_red,0463A,001,225 MALLORCA WY,"225 MALLORCA WY,SAN FRANCISCO CA",2,"Work Complete, No CFC Issued yet",2
small_red,0528,019,1645 FILBERT ST,"1645 FILBERT ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,0478,001B,2855 POLK ST,"2855 POLK ST,SAN FRANCISCO CA",2,"Work Complete, No CFC Issued yet",2
small_red,0929,001,2201 FRANCISCO ST,"2201 FRANCISCO ST,SAN FRANCISCO CA",2,Non-Compliant,2
small_red,1000,026,3099 WASHINGTON ST,"3099 WASHINGTON ST,SAN FRANCISCO CA",2,Non-Compliant,2
small_red,0590,009,2199 PACIFIC AV,"2199 PACIFIC AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_yellow,0156,001,1655 JONES ST,"1655 JONES ST,SAN FRANCISCO CA",3,Non-Compliant,3
small_red,1170,001,701 PARKER AV,"701 PARKER AV,SAN FRANCISCO CA",2,Non-Compliant,1
small_red,0590,004,2130 JACKSON ST,"2130 JACKSON ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_yellow,0182,011,1152 JACKSON ST,"1152 JACKSON ST,SAN FRANCISCO CA",3,Non-Compliant,3
small_red,0939,040,2740 GREENWICH ST,"2740 GREENWICH ST,SAN FRANCISCO CA",2,Non-Compliant,2
small_red,0576,047,1769 BROADWAY,"1769 BROADWAY ,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_yellow,0134,016,384 VALLEJO ST,"384 VALLEJO ST,SAN FRANCISCO CA",3,Non-Compliant,3
small_red,0939,031,2659 LOMBARD ST,"2659 LOMBARD ST,SAN FRANCISCO CA",2,Non-Compliant,2
small_red,0588,018,2395 PACIFIC AV,"2395 PACIFIC AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_yellow,0149,001,901 VALLEJO ST,"901 VALLEJO ST,SAN FRANCISCO CA",3,Non-Compliant,3
small_red,1649,010,759 06TH AV,"759 06TH AV,SAN FRANCISCO CA",2,Non-Compliant,1
small_red,1744,011,1240 07TH AV,"1240 07TH AV,SAN FRANCISCO CA",2,Non-Compliant,5
small_red,1234,017,1296 HAIGHT ST,"1296 HAIGHT ST,SAN FRANCISCO CA",2,Non-Compliant,5
small_red,0591,012,2171 PACIFIC AV,"2171 PACIFIC AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,1473,003,7700 GEARY BL,"7700 GEARY BL,SAN FRANCISCO CA",2,Non-Compliant,1
small_red,0596,012,1534 JACKSON ST,"1534 JACKSON ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3
small_red,3598,009,3700 20TH ST,"3700 20TH ST,SAN FRANCISCO CA",2,"Work Complete, No CFC Issued yet.",8
small_yellow,1005,003,3000 SACRAMENTO ST,"3000 SACRAMENTO ST,SAN FRANCISCO CA",3,Non-Compliant,2
small_red,0934,007,1 RICHARDSON AV,"1 RICHARDSON AV,SAN FRANCISCO CA",2,Non-Compliant,2
small_red,0575,006,1740 PACIFIC AV,"1740 PACIFIC AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_yellow,0076,027A,559 LOMBARD ST,"559 LOMBARD ST,SAN FRANCISCO CA",3,Non-Compliant,3
small_red,0938,018,2525 LOMBARD ST,"2525 LOMBARD ST,SAN FRANCISCO CA",2,Non-Compliant,2
small_red,0575,016,1770 PACIFIC AV,"1770 PACIFIC AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_yellow,0134,003,334 VALLEJO ST,"334 VALLEJO ST,SAN FRANCISCO CA",3,Non-Compliant,3
small_red,0555,007,2000 VALLEJO ST,"2000 VALLEJO ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_yellow,0052,022,2252 MASON ST,"2252 MASON ST,SAN FRANCISCO CA",3,Non-Compliant,3
small_red,0575,004,1720 PACIFIC AV,"1720 PACIFIC AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_yellow,0054,045,123 PFEIFFER ST,"123 PFEIFFER ST,SAN FRANCISCO CA",3,Non-Compliant,3
small_red,0479,001,2975 VAN NESS AV,"2975 VAN NESS AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,0481,009,3101 GOUGH ST,"3101 GOUGH ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,0495,007,3250 LAGUNA ST,"3250 LAGUNA ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,4720,008,5 CASHMERE ST,"5 CASHMERE ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",10
small_red,0495,008,1665 CHESTNUT ST,"1665 CHESTNUT ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,4720,012,15 REUEL CT,"15 REUEL CT,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",10
small_red,0492,028,3334 FILLMORE ST,"3334 FILLMORE ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,4172,001,2502 03RD ST,"2502 03RD ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",10
small_red,0493,016E,1895 CHESTNUT ST,"1895 CHESTNUT ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,4265,026,1200 POTRERO AV,"1200 POTRERO AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",9
small_red,0499,001H,1229 CHESTNUT ST,"1229 CHESTNUT ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,6514,024C,3435 24TH ST,"3435 24TH ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",8
small_red,0503,011A,2810 FRANKLIN ST,"2810 FRANKLIN ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,0495,001A,3145 OCTAVIA ST,"3145 OCTAVIA ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,5501,057,3365 CESAR CHAVEZ ST,"3365 CESAR CHAVEZ ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",9
small_red,0495,001,3155 OCTAVIA ST,"3155 OCTAVIA ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,6511,030,1133 DOLORES ST,"1133 DOLORES ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",8
small_red,3642,001,3201 23RD ST,"3201 23RD ST ,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",9
small_red,0492,029,3344 FILLMORE ST,"3344 FILLMORE ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,3647,011,1170 GUERRERO ST,"1170 GUERRERO ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",8
small_red,3639,011,2629 FOLSOM ST,"2629 FOLSOM ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",9
small_red,0503,007,1520 GREENWICH ST,"1520 GREENWICH ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,0514,015,2360 FILBERT ST,"2360 FILBERT ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,6562,046,4220 CESAR CHAVEZ ST,"4220 CESAR CHAVEZ ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",8
small_red,0522,007,1580 FILBERT ST,"1580 FILBERT ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,6581,055,550 27TH ST,"550 27TH ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",8
small_red,0508,012,3100 WEBSTER ST,"3100 WEBSTER ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,6544,020,610 CLIPPER ST,"610 CLIPPER ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",8
small_red,0511,039,2265 LOMBARD ST,"2265 LOMBARD ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,6544,021,660 CLIPPER ST,"660 CLIPPER ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",8
small_red,0527,020A,2650 FRANKLIN ST,"2650 FRANKLIN ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,0528,013,1695 FILBERT ST,"1695 FILBERT ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,0525,052,1335 FILBERT ST,"1335 FILBERT ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,7515A,040,5110A DIAMOND HEIGHTS BL,"5110A DIAMOND HEIGHTS BL,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",8
small_red,0526,016,2500 VAN NESS AV,"2500 VAN NESS AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,0189,002,1345 TAYLOR ST,"1345 TAYLOR ST,SAN FRANCISCO CA",2,"Work Complete, No CFC Issued yet",3
small_red,0504,001,1501 LOMBARD ST,"1501 LOMBARD ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,6530,001,410 BARTLETT ST,"410 BARTLETT ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",9
small_red,0505,002,2901 GOUGH ST,"2901 GOUGH ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,6530,007,452 BARTLETT ST,"452 BARTLETT ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",9
small_red,6515,013,390 BARTLETT ST,"390 BARTLETT ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",9
small_red,6524,023,2973 FOLSOM ST,"2973 FOLSOM ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",9
small_red,0274,020,961 PINE ST,"961 PINE ST,SAN FRANCISCO CA",2,Non-Compliant,3
small_red,0744,019,923 EDDY ST,"923 EDDY ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5
small_red,0276,029,1111 PINE ST,"1111 PINE ST,SAN FRANCISCO CA",2,Non-Compliant,3
small_red,0256,010,750 PINE ST,"750 PINE ST,SAN FRANCISCO CA",2,Non-Compliant,3
small_red,0726,014A,1795 OFARRELL ST,"1795 OFARRELL ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5
small_red,0274,018,977 PINE ST,"977 PINE ST,SAN FRANCISCO CA",2,Non-Compliant,3
small_red,0729,045,1801 ELLIS ST,"1801 ELLIS ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5
small_red,0442A,001,1801 BEACH ST,"1801 BEACH ST,SAN FRANCISCO CA",2,Non-Compliant,2
small_red,0663,003,1705 OCTAVIA ST,"1705 OCTAVIA ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5
small_red,0248,013,1120 HYDE ST,"1120 HYDE ST,SAN FRANCISCO CA",2,Non-Compliant,3
small_red,0664,036,1805 PINE ST,"1805 PINE ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5
small_red,0656,022A,2659 CALIFORNIA ST,"2659 CALIFORNIA ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,0251,001,1059 LEAVENWORTH ST,"1059 LEAVENWORTH ST,SAN FRANCISCO CA",2,Non-Compliant,3
small_red,0674,019,1630 SUTTER ST,"1630 SUTTER ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5
small_red,0252,016,1040 LEAVENWORTH ST,"1040 LEAVENWORTH ST,SAN FRANCISCO CA",2,Non-Compliant,3
small_red,0726,014C,1775 OFARRELL ST,"1775 OFARRELL ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5
small_red,0250,008,1372 PINE ST,"1372 PINE ST,SAN FRANCISCO CA",2,Non-Compliant,3
small_red,0673,001,1701 BUSH ST,"1701 BUSH ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5
small_red,0250,006,1350 PINE ST,"1350 PINE ST,SAN FRANCISCO CA",2,Non-Compliant,3
small_red,0674,003A,1646 SUTTER ST,"1646 SUTTER ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5
small_red,0578,010,2060 PACIFIC AV,"2060 PACIFIC AV,SAN FRANCISCO CA",2,Non-Compliant,2
small_red,0579,001,2001 BROADWAY,"2001 BROADWAY ,SAN FRANCISCO CA",2,Non-Compliant,2
small_red,0525,008,2301 LARKIN ST,"2301 LARKIN ST,SAN FRANCISCO CA",2,Non-Compliant,2
small_red,0794,014,700 LAGUNA ST,"700 LAGUNA ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5
small_red,0551,016,1599 GREEN ST,"1599 GREEN ST,SAN FRANCISCO CA",2,Non-Compliant,2
small_red,0803,008,940 HAYES ST,"940 HAYES ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5
small_red,0467A,014,3515 FILLMORE ST,"3515 FILLMORE ST,SAN FRANCISCO CA",2,Non-Compliant,2
small_red,0771,001,999 LAGUNA ST,"999 LAGUNA ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5
small_red,0495,001C,1631 CHESTNUT ST,"1631 CHESTNUT ST,SAN FRANCISCO CA",2,Non-Compliant,2
small_red,0775,019B,1495 GOLDEN GATE AV,"1495 GOLDEN GATE AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5
small_red,0744,020,885 FRANKLIN ST,"885 FRANKLIN ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5
small_red,0749,006A,1445 EDDY ST,"1445 EDDY ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5
small_red,0520,012,1760 FILBERT ST,"1760 FILBERT ST,SAN FRANCISCO CA",2,Non-Compliant,2
small_red,0778,007,1040 FULTON ST,"1040 FULTON ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5
small_red,0523,015,2642 VAN NESS AV,"2642 VAN NESS AV,SAN FRANCISCO CA",2,Non-Compliant,2
small_red,0794,004,506 GROVE ST,"506 GROVE ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5
small_red,0498,022C,2942 FRANKLIN ST,"2942 FRANKLIN ST,SAN FRANCISCO CA",2,Non-Compliant,2
small_red,0776,032,1509 GOLDEN GATE AV,"1509 GOLDEN GATE AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5
small_red,0514,015B,2370 FILBERT ST,"2370 FILBERT ST,SAN FRANCISCO CA",2,Non-Compliant,2
small_red,0776,004,1400 MCALLISTER ST,"1400 MCALLISTER ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5
small_red,3547,019,361 14TH ST,"361 14TH ST,SAN FRANCISCO CA",2,Non-Compliant,9
small_red,0621,006,1501 LARKIN ST,"1501 LARKIN ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3
small_red,3775,048,22 SOUTH PARK,"22 SOUTH PARK ,SAN FRANCISCO CA",2,Non-Compliant,6
small_red,0627,014,2250 BUCHANAN ST,"2250 BUCHANAN ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,2854,006,120 GARDENSIDE DR,"120 GARDENSIDE DR,SAN FRANCISCO CA",2,Non-Compliant,8
small_red,0617,007,1960 CLAY ST,"1960 CLAY ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,3542,014,2160 MARKET ST,"2160 MARKET ST,SAN FRANCISCO CA",2,Non-Compliant,8
small_red,0618,011,1940 FRANKLIN ST,"1940 FRANKLIN ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,0088,006,1601 GRANT AV,"1601 GRANT AV,SAN FRANCISCO CA",2,Non-Compliant,3
small_red,3775,057,102 SOUTH PARK,"102 SOUTH PARK ,SAN FRANCISCO CA",2,Non-Compliant,6
small_red,0638,041,2205 SACRAMENTO ST,"2205 SACRAMENTO ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,7084,048,700 RANDOLPH ST,"700 RANDOLPH ST,SAN FRANCISCO CA",2,Non-Compliant,11
small_red,0596,020,1580 JACKSON ST,"1580 JACKSON ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3
small_red,2655,042,1222 CLAYTON ST,"1222 CLAYTON ST,SAN FRANCISCO CA",2,Non-Compliant,8
small_red,0602,014,2077 JACKSON ST,"2077 JACKSON ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,2745,037,646 CORBETT AV,"646 CORBETT AV,SAN FRANCISCO CA",2,Non-Compliant,8
small_red,0613,023,2325 WASHINGTON ST,"2325 WASHINGTON ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,0597,004,1731 LARKIN ST,"1731 LARKIN ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3
small_red,2047,057,1855 10TH AV,"1855 10TH AV,SAN FRANCISCO CA",2,Non-Compliant,7
small_red,0600,005,1940 WASHINGTON ST,"1940 WASHINGTON ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,0187,007,1400 WASHINGTON ST,"1400 WASHINGTON ST,SAN FRANCISCO CA",2,Non-Compliant,3
small_red,0652,038,2211 CALIFORNIA ST,"2211 CALIFORNIA ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,0189,033,1400 JONES ST,"1400 JONES ST,SAN FRANCISCO CA",2,Non-Compliant,3
small_red,0653,028,2355 CALIFORNIA ST,"2355 CALIFORNIA ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,0154,021,1492 PACIFIC AVE,"1492 PACIFIC AVE,SAN FRANCISCO CA",2,Non-Compliant,3
small_red,0651,001,2101 CALIFORNIA ST,"2101 CALIFORNIA ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5
small_red,0184,008,1501 LEAVENWORTH ST,"1501 LEAVENWORTH ST,SAN FRANCISCO CA",2,Non-Compliant,3
small_red,0652,024,2295 CALIFORNIA ST,"2295 CALIFORNIA ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,0212,006,1025 POWELL ST,"1025 POWELL ST,SAN FRANCISCO CA",2,Non-Compliant,3
small_red,0216,006,1301 LEAVENWORTH ST,"1301 LEAVENWORTH ST,SAN FRANCISCO CA",2,Non-Compliant,3
small_red,0638,005,2136 CALIFORNIA ST,"2136 CALIFORNIA ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2
small_red,0644,023,1637 SACRAMENTO ST,"1637 SACRAMENTO ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3
small_red,0134,027,267 GREEN ST,"267 GREEN ST,SAN FRANCISCO CA",2,Non-Compliant,3
small_red,0644,001,1601 SACRAMENTO ST,"1601 SACRAMENTO ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3
small_red,0152,015,1260 BROADWAY,"1260 BROADWAY ,SAN FRANCISCO CA",2,Non-Compliant,3
small_red,0644,012,1534 CALIFORNIA ST,"1534 CALIFORNIA ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3
small_red,0115,019,1400 GRANT AV,"1400 GRANT AV,SAN FRANCISCO CA",2,Non-Compliant,3
small_red,0644,021,1655 SACRAMENTO ST,"1655 SACRAMENTO ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3
small_red,0124,030,2120 LARKIN ST,"2120 LARKIN ST,SAN FRANCISCO CA",2,Non-Compliant,3
small_red,0644,018,1677 SACRAMENTO ST,"1677 SACRAMENTO ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3
small_red,0249,019,1480 LARKIN ST,"1480 LARKIN ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3
small_red,0251,007,1200 PINE ST,"1200 PINE ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3
small_red,0220,008,1300 SACRAMENTO ST,"1300 SACRAMENTO ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3
small_red,0223,016,1 DAWSON PL,"1 DAWSON PL,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3
small_red,0219,012,1490 SACRAMENTO ST,"1490 SACRAMENTO ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3
small_red,0220,029,1385 CLAY ST,"1385 CLAY ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3
small_red,0247,027,1359A SACRAMENTO ST,"1359A SACRAMENTO ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3
small_red,0248,001,1155 LEAVENWORTH ST,"1155 LEAVENWORTH ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3
small_red,0243,008,814 CALIFORNIA ST,"814 CALIFORNIA ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3
small_red,0243,056,840 CALIFORNIA ST,"840 CALIFORNIA ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3
small_red,0251,013,1270 PINE ST,"1270 PINE ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3
small_red,0273,001D,835 PINE ST,"835 PINE ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3
small_red,0254,016,950 PINE ST,"950 PINE ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3
small_red,0256,001,655 STOCKTON ST,"655 STOCKTON ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3
small_red,0251,004,1031 LEAVENWORTH ST,"1031 LEAVENWORTH ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3
small_red,0252,017,1299 CALIFORNIA ST,"1299 CALIFORNIA ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3
small_red,0273,001B,821 PINE ST,"821 PINE ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3
small_red,0273,001C,825 PINE ST,"825 PINE ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3
small_red,0256,003,621 STOCKTON ST,"621 STOCKTON ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3
small_red,0272,020,745 PINE ST,"745 PINE ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3
small_yellow,0842,029,625 OAK ST,"625 OAK ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",5
small_yellow,0848,002,345 FILLMORE ST,"345 FILLMORE ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",5
small_yellow,0842,001A,607 OAK ST,"607 OAK ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",5
small_yellow,0844,018,326 PIERCE ST,"326 PIERCE ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",5
small_yellow,0842,026,643 OAK ST,"643 OAK ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",5
small_yellow,0842,028,633 OAK ST,"633 OAK ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",5
small_yellow,0845,033A,929 OAK ST,"929 OAK ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",5
small_yellow,0845,029,957 OAK ST,"957 OAK ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",5
small_yellow,0844,001,479 STEINER ST,"479 STEINER ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",5
small_yellow,0844,023,362 PIERCE ST,"362 PIERCE ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",5
small_yellow,0851,011,220 HAIGHT ST,"220 HAIGHT ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",5
small_yellow,0851,010,218 HAIGHT ST,"218 HAIGHT ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",5
small_red,0156,055,1125 BROADWAY,"1125 BROADWAY ,SAN FRANCISCO CA",2,Non-Compliant,3
small_yellow,1006,011,3122 SACRAMENTO ST,"3122 SACRAMENTO ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2
small_yellow,1006,018,3199 CLAY ST,"3199 CLAY ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2
small_red,0129,019,1618 MASON ST,"1618 MASON ST,SAN FRANCISCO CA",2,Non-Compliant,3
small_yellow,1001,034,2921 WASHINGTON ST,"2921 WASHINGTON ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2
small_red,0149,021,1644 TAYLOR ST,"1644 TAYLOR ST,SAN FRANCISCO CA",2,Non-Compliant,3
small_yellow,1002,023,2226 DIVISADERO ST,"2226 DIVISADERO ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2
small_yellow,1008,041,333 PRESIDIO AV,"333 PRESIDIO AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2
small_yellow,1009,010,3434 SACRAMENTO ST,"3434 SACRAMENTO ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2
small_red,0216,002,1327 LEAVENWORTH ST,"1327 LEAVENWORTH ST,SAN FRANCISCO CA",2,Non-Compliant,3
small_red,0220,010,1348 SACRAMENTO ST,"1348 SACRAMENTO ST,SAN FRANCISCO CA",2,Non-Compliant,3
